symbol,record_date,ex_date,cash_payment_date,cash_dividend_per_old_share,share_ratio,fractional_share_treatment,event_id,source_url,source_sha256
SH520810,2026-07-10,2026-07-10,2026-07-10,0.002999999999999999,1.0,not_applicable_no_share_change,SH520810~2026-07-10,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
SH520810,2026-08-12,2026-08-12,2026-08-12,0.005000000000000001,1.0,not_applicable_no_share_change,SH520810~2026-08-12,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
SH520880,2025-09-01,2025-09-01,2025-09-01,0.0,2.0,unknown_not_provided_by_sina_hfq,SH520880~2025-09-01,https://finance.sina.com.cn/realstock/company/sh520880/hfq.js,798007cc8cf9a7c65092592d1b1a91b67d2ee0aa73efd7a514688fdfbd7d51b3
SH520900,2024-12-16,2024-12-16,2024-12-16,0.0086,1.0,not_applicable_no_share_change,SH520900~2024-12-16,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
SH520900,2025-02-18,2025-02-18,2025-02-18,0.0017999999999999995,1.0,not_applicable_no_share_change,SH520900~2025-02-18,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
SH520900,2025-05-19,2025-05-19,2025-05-19,0.0010000000000000009,1.0,not_applicable_no_share_change,SH520900~2025-05-19,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
SH520900,2025-08-13,2025-08-13,2025-08-13,0.0031000000000000003,1.0,not_applicable_no_share_change,SH520900~2025-08-13,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
SH520900,2025-11-17,2025-11-17,2025-11-17,0.0105,1.0,not_applicable_no_share_change,SH520900~2025-11-17,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
SH520900,2026-03-11,2026-03-11,2026-03-11,0.0169,1.0,not_applicable_no_share_change,SH520900~2026-03-11,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
SH520900,2026-05-19,2026-05-19,2026-05-19,0.005600000000000001,1.0,not_applicable_no_share_change,SH520900~2026-05-19,https://finance.sina.com.cn/realstock/company/sh520900/hfq.js,5c24d5242919aff0c4ea70d0accd7314820739f7159bb931fcb4246d129243b5
