symbol,code,exchange,name,fund_type,settlement,snapshot_date,source_data_date,source_update_time,last_price,spot_volume_lots,spot_amount,total_market_value,float_market_value,history_end_date
SZ159690,159690,SZ,有色矿业ETF招商,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:45+08:00,1.998,196462,40013765.6,553773640,553773640,2026-08-11
SZ159691,159691,SZ,港股红利ETF工银,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:06+08:00,1.203,1007882,121841875.5,4379282575,4379282575,2026-08-11
SZ159692,159692,SZ,证券ETF东财,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:54+08:00,1.223,795640,97690216.2,1919444649,1919444649,2026-08-11
SZ159695,159695,SZ,通信ETF嘉实,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:06+08:00,0.911,444790,40432515.5,781124429,781124429,2026-08-11
SZ159697,159697,SZ,石油ETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:09+08:00,1.311,396470,52121460.868,1408042842,1408042842,2026-08-11
SZ159698,159698,SZ,粮食ETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:12+08:00,0.878,598622,53006602.9,986823169,986823169,2026-08-11
SZ159701,159701,SZ,物联网ETF招商,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:54+08:00,1.282,2367,304967.6,7314580,7314580,2026-08-11
SZ159703,159703,SZ,新材料ETF天弘,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:09+08:00,0.947,72022,6855961.3,58128367,58128367,2026-08-11
SZ159706,159706,SZ,深证100ETF华安,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:09+08:00,0.949,22705,2162921.5,40699573,40699573,2026-08-11
SZ159707,159707,SZ,地产ETF华宝,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:12+08:00,0.494,1860472,92059142.4,585413815,585413815,2026-08-11
